,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.059970664978027347,0.0267883727860955,0.0033618927001953123,0.005890624139945155,0.1,linear,"{'C': 0.1, 'kernel': 'linear'}",0.9310344827586207,1.0,0.9655172413793104,0.896551724137931,0.9310344827586207,0.9448275862068967,0.03516565181788128,1,0.9311858076563958,1.0,0.9679633867276888,0.9009661835748792,0.9351851851851851,0.9470601126288297,0.033932981886962164,1
1,0.0008641242980957031,0.0011971609492714224,0.00019702911376953124,0.00039405822753906254,0.1,rbf,"{'C': 0.1, 'kernel': 'rbf'}",0.6551724137931034,0.6896551724137931,0.5172413793103449,0.6206896551724138,0.5862068965517241,0.6137931034482759,0.05932638115201812,8,0.5155993431855501,0.5523486134691568,0.4040747028862479,0.4957555178268251,0.4656862745098039,0.4866928903755167,0.04999086120376448,9
2,0.0006353378295898438,0.0005204801627868266,0.0009610176086425782,0.0006375382778950668,0.1,poly,"{'C': 0.1, 'kernel': 'poly'}",0.6206896551724138,0.6896551724137931,0.5517241379310345,0.6206896551724138,0.5862068965517241,0.6137931034482759,0.0457465488324883,8,0.4957555178268251,0.5523486134691568,0.43731431966726086,0.4957555178268251,0.4656862745098039,0.48937204865997436,0.03825851047112291,8
3,0.057449626922607425,0.03451285810777043,0.0006038665771484375,0.0008036334469883178,1,linear,"{'C': 1, 'kernel': 'linear'}",0.9310344827586207,1.0,1.0,0.8620689655172413,0.896551724137931,0.9379310344827587,0.05517241379310346,2,0.9311858076563958,1.0,1.0,0.8695526695526695,0.9011764705882354,0.9403829895594601,0.0524348155042016,2
4,0.0003132820129394531,0.0006265640258789062,0.0038041114807128907,0.005966511467754985,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.7241379310344828,0.7241379310344828,0.5862068965517241,0.7586206896551724,0.6206896551724138,0.6827586206896552,0.06686454975746661,5,0.7084795321637426,0.7143401983218917,0.5694444444444444,0.7568922305764411,0.5471652003910069,0.6592643211795053,0.08440440873165146,5
5,0.0,0.0,0.0014024734497070312,0.0028049468994140623,1,poly,"{'C': 1, 'kernel': 'poly'}",0.6896551724137931,0.6551724137931034,0.5862068965517241,0.6551724137931034,0.6206896551724138,0.6413793103448275,0.0351656518178813,6,0.6387264457439895,0.5456745311554748,0.5482295482295482,0.6140350877192983,0.5471652003910069,0.5787661626478636,0.039661806149448725,7
6,0.06842570304870606,0.03786998203420165,0.00020232200622558594,0.00040464401245117194,10,linear,"{'C': 10, 'kernel': 'linear'}",0.9310344827586207,1.0,1.0,0.8620689655172413,0.896551724137931,0.9379310344827587,0.05517241379310346,2,0.9311858076563958,1.0,1.0,0.8695526695526695,0.9011764705882354,0.9403829895594601,0.0524348155042016,2
7,0.0,0.0,0.0,0.0,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.6896551724137931,0.7931034482758621,0.6206896551724138,0.7241379310344828,0.7241379310344828,0.7103448275862069,0.056027851066454894,4,0.6881091617933723,0.7947368421052632,0.610969025291276,0.7251461988304092,0.6987179487179488,0.703535835347654,0.05935392161601273,4
8,0.00275726318359375,0.0055145263671875,0.0,0.0,10,poly,"{'C': 10, 'kernel': 'poly'}",0.6896551724137931,0.6551724137931034,0.5862068965517241,0.6551724137931034,0.6206896551724138,0.6413793103448275,0.0351656518178813,6,0.6387264457439895,0.5456745311554748,0.5482295482295482,0.6140350877192983,0.5541556145004422,0.5801642454697507,0.03863309312456158,6
